item_id,item_type,title,organization,status,last_checked,geography,eligible_users,project_stage,topic_tags,support_type,amount_or_cost,match_or_cost,deadline_or_availability,summary,why_it_matters
RERC-FND-0592,Funding,Virginia Trail Access Grants Program,Virginia Department of Conservation and Recreation,Recurring,2026-06-09,Virginia,"Local governments, nonprofits, and trail organizations in Virginia",Construction,Recreation; Conservation; Energy/Climate,Grant,See program,See program,Check with the program,Improve public access to Virginia's trail systems and support trail development and maintenance.,May support rural community goals related to recreation and conservation. Confirm current eligibility and project fit with the program.
RERC-FND-0577,Funding,Forest Legacy Program,Virginia Department of Forestry,Recurring,2026-06-09,Virginia,Landowners with working forests at risk of conversion in Virginia,Mixed,Conservation,Grant,See program,"Yes, 25%",Check with the program,Protect environmentally important private forest lands from conversion to non-forest uses through conservation easements.,May support rural community goals related to conservation. Confirm current eligibility and project fit with the program.
RERC-FND-0586,Funding,"Virginia Black, Indigenous, and People of Color Historic Preservation Grant",Virginia Department of Historic Resources,Recurring,2026-06-09,Virginia,"State/federally recognized Indian tribes, private nonprofits, and localities in Virginia",Mixed,Historic/Cultural,Grant,$50K-$1M,Varies,Check with the program,"Acquire, protect, and rehabilitate historic and archaeological sites associated with Black, Indigenous, and People of Color communities in Virginia.",May support rural community goals related to historic and cultural. Confirm current eligibility and project fit with the program.
RERC-FND-0593,Funding,Virginia Wildlife Grant Program,Virginia Department of Wildlife Resources and Wildlife Foundation of Virginia,Recurring,2026-06-09,Virginia,Virginia-based 501(c)(3) nonprofits and colleges or universities,Mixed,"outdoor access, boating, fishing, wildlife viewing, youth engagement",Grant,"2026 pool $150,000; start-up $2,000-$5,000; growth $5,000-$10,000",Not stated,2026 cycle closed February 1; annual style cycle likely,Funds direct outdoor participation programs that can build local recreation demand and stewardship.,Funds direct outdoor participation programs that can build local recreation demand and stewardship.
RERC-FND-0657,Funding,Preservation Trust Fund,Virginia Outdoors Foundation,Available,2026-06-09,Virginia,"Local governments, VOF easement projects, eligible open-space partners",Mixed,"conservation, public access, open space, trails",Grant,"Round pool varies; spring FY2026 was $2.1M; easement assistance up to $20,000",None,Next grant round announced June 2026; applications open June 17,"Protects land for parks, preserves, river access, trails, and rural recreation assets.","Protects land for parks, preserves, river access, trails, and rural recreation assets."
RERC-FND-0584,Funding,Tobacco Region Revitalization Commission Grants,Virginia Tobacco Region Revitalization Commission,Recurring,2026-06-09,Virginia,Localities; public bodies; nonprofits; regional partners,Mixed,economic development; tourism; downtown; outdoor recreation,Grant,Varies,Varies,Spring and fall funding rounds,"Funds rural diversification projects, including visitor economy and outdoor recreation assets.","Funds rural diversification projects, including visitor economy and outdoor recreation assets"
RERC-FND-0576,Funding,DMO Marketing Program,Virginia Tourism Corporation,Recurring,2026-06-09,Virginia,Destination marketing organizations,Mixed,destination marketing; regional campaigns; visitor economy,Grant,Varies,Match required,Annual VTC grant rounds,Supports regional recreation-economy branding and trip-building.,Supports regional recreation-economy branding and trip-building
RERC-FND-0595,Funding,CERB Prospective Development,Community Economic Revitalization Board,Open when checked,2026-06-09,Washington,Local governments; tribes; ports; special districts,Mixed,economic infrastructure; planning; site readiness,Loan,"Planning up to about $50,000; construction varies",Match required; grant share limited by program,Board cycles ongoing,Supports infrastructure that enables recreation-related business growth.,Supports infrastructure that enables recreation-related business growth
RERC-FND-0598,Funding,Innovia Foundation Community Grants,Innovia Foundation,Recurring,2026-06-09,Washington,Nonprofits serving Eastern Washington and North Idaho,Mixed,"community vitality, belonging, economic opportunity, quality of life",Grant,More than $1M awarded annually; typical local grant amounts vary,Not stated,2026 deadline was February 6; annual cycle,"Can fund local placemaking, community events, nonprofit capacity, and quality-of-life work in rural recreation gateways.","Can fund local placemaking, community events, nonprofit capacity, and quality-of-life work in rural recreation gateways."
RERC-FND-0596,Funding,Community Development Block Grant General Purpose Grants,Washington Department of Commerce,Open when checked,2026-06-09,Washington,"Rural cities, towns, and counties",Mixed,public facilities; infrastructure; community development,Grant,"Up to about $2,000,000",Varies,Annual Commerce cycle,Can fund basic infrastructure behind rural tourism districts and community facilities.,Can fund basic infrastructure behind rural tourism districts and community facilities
RERC-FND-0597,Funding,Community Economic Revitalization Board Prospective Development Program,"Washington Department of Commerce, CERB",Recurring,2026-07-13,Washington,Local governments and federally recognized tribes,Mixed,"rural infrastructure, business growth, site readiness",Loan,Loans up to $3M; grants up to 25% of total award; 1%-3% interest,Grant share determined through underwriting,The program follows recurring board cycles.,"Funds public infrastructure that can unlock recreation businesses, waterfront districts, ports, trail towns, and rural visitor services.","Funds public infrastructure that can unlock recreation businesses, waterfront districts, ports, trail towns, and rural visitor services."
RERC-FND-0600,Funding,Oversight Remedial Action Grants and Loans,Washington Department of Ecology,Recurring,2026-06-09,Washington,Local governments conducting cleanup under order or decree,Mixed,"brownfields, cleanup, redevelopment",Loan,Varies by remedial action funding guidelines,Not stated in search result,"2027-2029 applications ran February 17-March 17, 2026","Helps convert contaminated waterfront, mill, or industrial sites into safe recreation and tourism redevelopment assets.","Helps convert contaminated waterfront, mill, or industrial sites into safe recreation and tourism redevelopment assets."
RERC-FND-0594,Funding,Aquatic Lands Enhancement Account,Washington Recreation and Conservation Office,Recurring,2026-06-09,Washington,Local governments; tribes; state agencies,Mixed,waterfront access; habitat; water recreation,Grant,Varies,Match required; varies,RCO biennial cycle,"Useful for rural river, lake, and waterfront recreation access projects.","Useful for rural river, lake, and waterfront recreation access projects"
RERC-FND-0599,Funding,Nonhighway and Off-Road Vehicle Activities Program,Washington Recreation and Conservation Office,Recurring,2026-06-09,Washington,Local governments; tribes; nonprofits; agencies,Mixed,backcountry trails; ORV access; education; maintenance,Grant,Varies,Varies by category,2026 RCO cycle; verify category schedule,Supports motorized and backcountry recreation infrastructure in rural gateway areas.,Supports motorized and backcountry recreation infrastructure in rural gateway areas
RERC-FND-0601,Funding,WWRP Recreation Grants,Washington Recreation and Conservation Office,Recurring,2026-06-09,Washington,Local governments; tribes; state agencies; nonprofits for some categories,Mixed,local parks; trails; water access; recreation facilities,Grant,Varies by category,Usually match required; varies by category,"2026 applications due Apr. 30, 2026; biennial",Core state source for parks and trails in recreation-economy communities.,Core state source for parks and trails in recreation-economy communities
RERC-FND-0610,Funding,TakeCharge WV Go Electric Program,Appalachian Power,Open when checked,2026-06-09,West Virginia,Small commercial Appalachian Power WV customers with peak demand of 200 kW or less,Mixed,"small business electrification, EV charging, outdoor equipment",Rebate,$10-$300 per listed item; incentive cannot exceed equipment cost,Purchase required,Ongoing current rebate program,"Helps small rural businesses adopt e-bikes, EV charging, portable power, and electric maintenance equipment.","Helps small rural businesses adopt e-bikes, EV charging, portable power, and electric maintenance equipment."
RERC-FND-0603,Funding,Claude Worthington Benedum Foundation Grants,Benedum Foundation,Recurring,2026-06-09,West Virginia,Nonprofits; public charities; eligible public partners,Mixed,community development; economic development; education; health,Grant,Varies,No standard match listed,Rolling inquiry and board cycles,Major Appalachian funder for community capacity and rural economic development.,Major Appalachian funder for community capacity and rural economic development
RERC-FND-0602,Funding,Claude Worthington Benedum Foundation Economic Development Grants,Claude Worthington Benedum Foundation,Open when checked,2026-06-09,West Virginia,Nonprofits and public-purpose partners,Mixed,"economic development, community development, entrepreneurship",Grant,Varies by proposal,Not stated,Rolling foundation inquiry process; verify with program staff,"Major WV philanthropy for community and economic development, including rural capacity and entrepreneurship work.","Major WV philanthropy for community and economic development, including rural capacity and entrepreneurship work."
RERC-FND-0609,Funding,Snowshoe Foundation Grants,Snowshoe Foundation,Recurring,2026-06-09,West Virginia,Local community-based organizations,Construction,"community benefit, central WV nonprofits, recreation-adjacent quality of life",Grant,Varies,Not stated,Recurring grant and scholarship programs; verify current cycle,Regional foundation tied to a major outdoor-tourism area; useful for community amenities and nonprofit support near recreation assets.,Regional foundation tied to a major outdoor-tourism area; useful for community amenities and nonprofit support near recreation assets.
RERC-FND-0604,Funding,Community Development Block Grant,WV Community Advancement and Development,Recurring,2026-06-09,West Virginia,Units of local government,Mixed,water; sewer; facilities; downtown; planning,Grant,Varies,Varies by activity,Annual state CDBG cycle,Supports infrastructure that rural recreation destinations need to host visitors.,Supports infrastructure that rural recreation destinations need to host visitors
RERC-FND-0606,Funding,Land and Water Conservation Fund,WV Community Advancement and Development,Recurring,2026-06-09,West Virginia,Local governments and public recreation providers,Construction,parks; outdoor recreation; public access,Grant,Varies,50 percent reimbursement,Annual or periodic CAD cycle,Funds parks and recreation facilities in small communities.,Funds parks and recreation facilities in small communities
RERC-FND-0607,Funding,Outdoor Heritage Conservation Fund,West Virginia Department of Commerce,Open when checked,2026-06-09,West Virginia,Eligible conservation recipients and land-protection partners,Mixed,"land conservation, hunting, fishing, outdoor recreation",Grant,Varies by grant round,Not stated on page,Page says grant applications are being accepted; verify current deadline,"Protects lands that support fishing, hunting, trails, nature tourism, and rural outdoor access.","Protects lands that support fishing, hunting, trails, nature tourism, and rural outdoor access."
RERC-FND-0611,Funding,Tourism Cooperative Advertising Program,West Virginia Department of Tourism,Open when checked,2026-06-09,West Virginia,Tourism businesses; DMOs; local partners,Mixed,tourism marketing; media buys; destination campaigns,Grant,Discounted or leveraged advertising; direct grant amounts vary,Cost share or buy-in varies,Year-round opportunities and campaign cycles,Helps rural recreation destinations reach visitors without building full campaigns alone.,Helps rural recreation destinations reach visitors without building full campaigns alone
RERC-FND-0608,Funding,Recreational Trails Program,West Virginia Division of Highways,Recurring,2026-06-09,West Virginia,Local governments; nonprofits; public agencies,Mixed,trails; trailheads; maintenance; access,Grant,Varies,Typically 20 percent minimum,Annual online grant cycle,Direct funding for trails central to WV outdoor recreation economies.,Direct funding for trails central to WV outdoor recreation economies
RERC-FND-0612,Funding,WVEDA Direct Lending Program,West Virginia Economic Development Authority,Open when checked,2026-06-09,West Virginia,Existing or prospective qualifying West Virginia businesses,Mixed,"business expansion, fixed assets, job creation",Loan,"$50,000-$15M",Borrower equity generally 10%-30% depending asset type,Rolling loan review,"Provides gap financing for outdoor manufacturers, hospitality, logistics, and recreation-serving businesses with fixed asset needs.","Provides gap financing for outdoor manufacturers, hospitality, logistics, and recreation-serving businesses with fixed asset needs."
RERC-FND-0605,Funding,Historic Rehabilitation Tax Credit,West Virginia State Historic Preservation Office and Tax Division,Open when checked,2026-06-09,West Virginia,Owners of certified historic structures meeting tax and SHPO requirements,Mixed,"historic buildings, heritage tourism, downtown reuse",Rebate,25% of qualified rehabilitation expenditures for certified historic structures; residential credit also exists,Private rehabilitation investment required,Ongoing statutory credit; application through SHPO GOapply for commercial projects,"Can make historic lodging, downtown storefront, museum, depot, and heritage-tourism reuse projects financially feasible.","Can make historic lodging, downtown storefront, museum, depot, and heritage-tourism reuse projects financially feasible."
RERC-FND-0615,Funding,Focus on Energy Business Incentives,Focus on Energy,Open when checked,2026-06-09,Wisconsin,Businesses; local governments; schools; nonprofits; farms,Implementation,energy efficiency; solar; HVAC; commercial facilities,Rebate,Varies by measure,Incentive-based; no standard match,2026 incentive year,"Reduces operating costs for visitor centers, outfitters, lodges, parks, and public facilities.","Reduces operating costs for visitor centers, outfitters, lodges, parks, and public facilities"
RERC-FND-0616,Funding,Focus on Energy Business Rebates,Focus on Energy,Open when checked,2026-06-09,Wisconsin,Wisconsin businesses and industries served by participating utilities,Mixed,"energy efficiency, HVAC, lighting, foodservice, refrigeration, agribusiness",Rebate,Varies by catalog; 2026 business rebates available,Purchase and installation required,"Products purchased and installed January 1-December 31, 2026","Helps rural lodging, restaurants, outfitters, farms, and facilities reduce operating costs.","Helps rural lodging, restaurants, outfitters, farms, and facilities reduce operating costs."
RERC-FND-0619,Funding,Norma and Stanley DeBoer Quiet Trails Fund,Natural Resources Foundation of Wisconsin,Recurring,2026-06-09,Wisconsin,Eligible Wisconsin conservation and community partners,Mixed,"trails, accessibility, signage, habitat near trails",Grant,"$500-$1,000",Not stated,March 1 annual deadline; 2026 recipients posted,"Directly funds walking, hiking, and skiing trail creation, repair, signage, and access improvements.","Directly funds walking, hiking, and skiing trail creation, repair, signage, and access improvements."
RERC-FND-0614,Funding,Energy Innovation Grant Program,Public Service Commission of Wisconsin Office of Energy Innovation,Open when checked,2026-06-09,Wisconsin,"Businesses, schools, local and tribal governments, nonprofits, and other eligible entities",Mixed,"energy efficiency, renewable energy, resilience, energy planning",Grant,2026 round has $10M available,Match rules in RFP,"2026 applications open as of April 22, 2026; check PSC RFP deadline","Reduces energy costs and improves resilience for rural facilities, visitor assets, and community hubs.","Reduces energy costs and improves resilience for rural facilities, visitor assets, and community hubs."
RERC-FND-0658,Funding,Knowles-Nelson Stewardship Local Assistance Grants,Wisconsin DNR,Available,2026-06-09,Wisconsin,Local governments; tribes; eligible nonprofits for some categories,Mixed,local parks; trails; land acquisition; recreation development,Grant,Varies,None,"2026 applications due May 1, 2026",Primary Wisconsin funding source for parks and trail assets.,Primary Wisconsin funding source for parks and trail assets
RERC-FND-0659,Funding,Land and Water Conservation Fund,Wisconsin DNR,Available,2026-06-09,Wisconsin,Local governments and public recreation providers,Construction,parks; outdoor recreation; public access,Grant,Varies,None,Annual DNR local assistance cycle,Supports rural recreation facilities and access points.,Supports rural recreation facilities and access points
RERC-FND-0620,Funding,Recreational Trails Program,Wisconsin DNR,Recurring,2026-06-09,Wisconsin,Local governments; tribes; incorporated organizations,Mixed,trails; maintenance; trail equipment; access,Grant,Varies,Match required per DNR guidance,"Starting 2026, applications due Mar. 1 annually",Direct trail funding for rural recreation destinations.,Direct trail funding for rural recreation destinations
RERC-FND-0624,Funding,Wisconsin Coastal Management Program Grants,Wisconsin DOA Coastal Management Program,Recurring,2026-06-09,Wisconsin,Local governments; tribes; nonprofits; universities,Mixed,coastal access; harbor; trails; waterfront planning,Grant,Varies; annual pool about $1.3 million,Usually 50 percent,2026-2027 cycle closed; next RFP expected Aug. 2026,"Strong fit for lakefront recreation, harbor towns, and coastal trails.","Strong fit for lakefront recreation, harbor towns, and coastal trails"
RERC-FND-0622,Funding,Transportation Alternatives Program,Wisconsin DOT,Recurring,2026-06-09,Wisconsin,Local governments; regional bodies; tribes,Construction,bike-ped; safe routes; trails; streetscape,Grant,Varies,Usually 20 percent local match,"2026-2030 solicitation deadline passed Aug. 11, 2025; recurring","Funds trail connections, walkability, and gateway circulation.","Funds trail connections, walkability, and gateway circulation"
RERC-FND-0618,Funding,Joint Effort Marketing Grant Program,Wisconsin Department of Tourism,Recurring,2026-06-09,Wisconsin,Nonprofit tourism organizations; municipalities; chambers; event sponsors,Implementation,tourism marketing; events; destination campaigns,Grant,Varies,Match required by category,Annual and category-specific cycles,Helps rural destinations market recreation trips and events.,Helps rural destinations market recreation trips and events
RERC-FND-0613,Funding,Community Development Investment Grant,Wisconsin Economic Development Corporation,Open when checked,2026-06-09,Wisconsin,Municipalities and eligible development partners,Construction,downtown redevelopment; community facilities; adaptive reuse,Grant,"Generally up to $250,000",Leverage expected,FY2026 program; contact WEDC before applying,Helps rural downtowns reuse buildings for visitor-serving and community uses.,Helps rural downtowns reuse buildings for visitor-serving and community uses
RERC-FND-0617,Funding,Idle Sites Redevelopment Program,Wisconsin Economic Development Corporation,Open when checked,2026-06-09,Wisconsin,"Cities, villages, towns, counties, tribal entities, governmental entities",Mixed,"idle sites, brownfields, adaptive reuse, infrastructure",Grant,"Up to $250,000",Not stated on page,Active WEDC program; contact WEDC for application timing,"Helps convert large abandoned commercial, industrial, or institutional sites into productive visitor-serving or recreation-supportive assets.","Helps convert large abandoned commercial, industrial, or institutional sites into productive visitor-serving or recreation-supportive assets."
RERC-FND-0621,Funding,Small Business Development Grant,Wisconsin Economic Development Corporation,Recurring,2026-06-09,Wisconsin,"Economic development organizations, membership organizations, municipalities, tribes, counties",Implementation,"small business support, facade, startup, expansion",Financing,"FY26 allocation $1.5M; awards $50,000-$250,000","WEDC does not require match, but match scores higher",FY26 application period expired; awards announced March 2026,"Lets local partners pass funds to small businesses such as outfitters, cafes, lodging, guides, and main-street visitor services.","Lets local partners pass funds to small businesses such as outfitters, cafes, lodging, guides, and main-street visitor services."
RERC-FND-0623,Funding,Vibrant Spaces Grant,Wisconsin Economic Development Corporation,Open when checked,2026-06-09,Wisconsin,Municipalities; tribal governments; nonprofits; BID/Main Street partners,Construction,public space; placemaking; downtown activation,Grant,"$25,000 to $50,000",1:1 match; lower match for some small or distressed places,FY2026 cycle,Funds public spaces that make trail towns and rural downtowns more visitor-ready.,Funds public spaces that make trail towns and rural downtowns more visitor-ready
RERC-FND-0625,Funding,Black Hills Energy Commercial Rebates,Black Hills Energy,Open when checked,2026-06-09,Wyoming,Black Hills Energy commercial customers,Mixed,"energy efficiency, EV charging, small business",Rebate,Varies by state and measure,Purchase or installation required,Ongoing 2026 commercial rebate programs,"Supports energy upgrades and EV charging for small businesses, visitor sites, and rural commercial facilities.","Supports energy upgrades and EV charging for small businesses, visitor sites, and rural commercial facilities."
RERC-FND-0629,Funding,Platte County Economic Development Revolving Loan Fund,Platte County Economic Development,Open when checked,2026-06-09,Wyoming,"Local businesses that meet employment, production, service export, or tourist-related criteria",Implementation,"tourist businesses, local business expansion, employment",Loan,Amount not stated in search result; interest 4%-6%,Borrower repayment required,Rolling local loan program; verify with PCED,"Directly names tourist-related businesses that bring new dollars into the county, making it highly relevant for rural recreation enterprises.","Directly names tourist-related businesses that bring new dollars into the county, making it highly relevant for rural recreation enterprises."
RERC-FND-0631,Funding,Rocky Mountain Power Wattsmart Business Wyoming,Rocky Mountain Power,Open when checked,2026-06-09,Wyoming,Rocky Mountain Power business customers,Mixed,"energy efficiency, lighting, HVAC, agriculture, commercial facilities",Rebate,Varies by incentive list; financing support available,Customer project cost share required,2024-2026 DSM plan active; ongoing applications,"Helps recreation businesses, lodging, visitor facilities, and community buildings reduce operating costs.","Helps recreation businesses, lodging, visitor facilities, and community buildings reduce operating costs."
RERC-FND-0626,Funding,Business Ready Community Planning Grants,Wyoming Business Council,Recurring,2026-06-09,Wyoming,Local governments; tribes; economic development organizations through eligible sponsors,Planning,feasibility; engineering; site planning; economic development,Financing,"Up to about $100,000",Match may apply by category,WBC planning cycles,Helps rural towns plan recreation infrastructure before capital requests.,Helps rural towns plan recreation infrastructure before capital requests
RERC-FND-0627,Funding,Community Development Block Grant,Wyoming Community Development Authority and Wyoming Business Council,Recurring,2026-07-13,Wyoming,Local governments and eligible public entities,Mixed,public facilities; infrastructure; community development,Grant,FY2025-2026 allocation about $3.545 million,Varies by activity,Check the current Wyoming CDBG method of distribution for application timing.,Can fund basic infrastructure and public facilities in rural recreation towns.,Can fund basic infrastructure and public facilities in rural recreation towns
RERC-FND-0628,Funding,Land and Water Conservation Fund,"Wyoming State Parks, Historic Sites and Trails",Recurring,2026-06-09,Wyoming,Local governments and public outdoor recreation providers,Mixed,parks; outdoor recreation; public access,Grant,Varies,50 percent reimbursement,"2026 pre-application cycle opened Apr. 7, 2026; recurring",Funds rural park and outdoor recreation assets.,Funds rural park and outdoor recreation assets
RERC-FND-0630,Funding,Recreational Trails Program,"Wyoming State Parks, Historic Sites and Trails",Recurring,2026-06-09,Wyoming,Local governments; agencies; nonprofits; trail organizations,Mixed,trails; trail maintenance; motorized and nonmotorized access,Grant,Varies,Match required; verify current manual,Annual State Trails cycle,Direct support for trail systems that drive rural outdoor visitation.,Direct support for trail systems that drive rural outdoor visitation
RERC-FND-0633,Funding,Wyoming Wildlife and Natural Resource Trust,Wyoming Wildlife and Natural Resource Trust Account Board,Open when checked,2026-06-09,Wyoming,Nonprofit and governmental organizations; partnerships with for-profit entities allowed without funds to for-profit entity,Mixed,"habitat, land conservation, natural resources, recreation heritage",Grant,Varies by board award,Not stated,Deadlines March 1 and September 1,"Funds conservation and habitat projects that protect the natural assets behind hunting, fishing, wildlife viewing, and rural outdoor tourism.","Funds conservation and habitat projects that protect the natural assets behind hunting, fishing, wildlife viewing, and rural outdoor tourism."
RERC-RES-0002,Resource,Appalachian Regional Commission Investment Priorities,Appalachian Regional Commission,Available,2026-07-13,Appalachian Region,Local governments; Tribes; nonprofits; economic development partners,Planning; Application,appalachia; economic development; project fit; funding strategy,Program guidance,Free,None,Available online,Explains the outcomes and priorities ARC uses to guide its investments.,Helps a community connect an action plan project to ARC goals before it seeks funding.
RERC-RES-0003,Resource,Appalachian Regional Commission Service Area,Appalachian Regional Commission,Available,2026-07-13,Appalachian Region,Communities and organizations checking ARC eligibility,Idea; Planning,appalachia; eligibility; economic development,Eligibility map,Free,None,Available online,Shows the counties served by the Appalachian Regional Commission.,Helps a community quickly check whether ARC programs may apply.
RERC-RES-0004,Resource,Appalachian Regional Commission State Program Managers,Appalachian Regional Commission,Available,2026-07-13,Appalachian Region,Potential ARC applicants and community partners,Planning; Application,appalachia; contacts; grant application; project development,Contact directory,Free,None,Available online,Lists the state partners who help manage ARC applications and programs.,Gives a community the right place to ask early questions about project fit and state application steps.
RERC-RES-0005,Resource,Greenhouse Outdoor Recreation Program Cohort,University of Arkansas Office of Entrepreneurship and Innovation,Available,2026-06-09,Arkansas,Outdoor recreation startups and entrepreneurs,Mixed,outdoor startups; entrepreneurship; outdoor recreation economy,Technical Assistance,Cohort support; direct award amount not stated,None,Spring 2026 cohort applications announced,"Builds outdoor-recreation businesses that can serve trail users, visitors, and rural recreation markets.","Builds outdoor-recreation businesses that can serve trail users, visitors, and rural recreation markets"
RERC-RES-0008,Resource,Technical Assistance to Improve the Delivery of Homelessness Program,California Department of Housing and Community Development,Available,2026-06-09,California,local CoC or County,Planning,Planning; Housing; Energy/Climate,Technical Assistance,Technical Assistance,None,Available online,Helps local continuums of care and counties improve the delivery of homelessness programs in California.,May help rural communities with planning and housing. Check current services and access details with the provider.
RERC-RES-0007,Resource,Off Highway Motor Vehicle Recreation Division,California Department of Parks and Recreation,Available,2026-06-09,California,varies by grant,Construction,Infrastructure; Recreation; Energy/Climate,Funding program directory,varies by grant,None,Available online,"Connects eligible California agencies and organizations with funding information for developing, maintaining, and operating off-highway vehicle recreation areas, roads, and trails.",May help rural communities with infrastructure and recreation. Check current services and access details with the provider.
RERC-RES-0009,Resource,Colorado Outdoor Recreation Rural Technical Assistance Program,"Colorado Outdoor Recreation Industry Office with CU Boulder, CSU Extension, EPA RERC",Available,2026-06-09,Colorado,selected rural Colorado communities,Planning,"outdoor_recreation, main_street, tourism_strategy, rural_capacity",Technical Assistance,No direct cash listed,None,cohort based,Directly matches RERC-style action planning for recreation economy communities.,Directly matches RERC-style action planning for recreation economy communities.
RERC-RES-0010,Resource,Florida Main Street Program,"Florida Department of State, Division of Historical Resources",Available,2026-06-09,Florida,eligible traditional commercial districts and local programs,Mixed,"downtown, preservation, main_street, placemaking",Technical Assistance,no direct cash listed; TA and scoring support,None,annual designation and ongoing TA,Provides the Main Street framework that RERC towns use to capture recreation visitor spending.,Provides the Main Street framework that RERC towns use to capture recreation visitor spending.
RERC-RES-0014,Funding,Guam State Trade Expansion Program,Guam Economic Development Authority,Available,2026-06-24,Guam,Eligible Guam small businesses seeking export growth and market expansion.,Capacity Building,export; small business; market expansion; training; trade shows,Grant and Technical Assistance,Financial assistance and training vary by STEP cycle.,None,GEDA says it is not accepting applications now and a new STEP cycle is coming soon.,"Provides export training, market expansion assistance, trade show support, and access to international markets for Guam small businesses.",May support rural community goals related to export and small business. Confirm current eligibility and project fit with the program.
RERC-RES-0016,Resource,Lake and River Enhancement Program,Indiana DNR Division of Fish and Wildlife,Available,2026-06-09,Indiana,Local sponsors and watershed partners,Mixed,lakes; rivers; water quality; sediment; aquatic habitat; logjams,Technical Assistance,Varies,None,Applications due Jan 15 annually,"Protects paddling, fishing, boating, and river recreation assets.","Protects paddling, fishing, boating, and river recreation assets."
RERC-RES-0017,Resource,Rural BOOST Grant,Iowa Economic Development Authority / Empower Rural Iowa,Available,2026-06-09,Iowa,Rural communities and nonprofits ready for next-step growth,Mixed,rural strategy; nonprofit capacity; economic vitality; planning,Technical Assistance,"Not stated in retrieved guideline snippet; provides expert guidance, structured planning support, and targeted resources",None,"Opens July 1, 2026; applications due August 26, 2026; activities through June 30, 2028",Builds local strategy and implementation capacity for rural recreation-economy projects.,Builds local strategy and implementation capacity for rural recreation-economy projects
RERC-RES-0020,Resource,Rural Entrepreneurship Initiative,Louisiana Economic Development; Edward Lowe Foundation,Available,2026-06-09,Louisiana,"Louisiana-based rural second-stage businesses with $600,000-$50,000,000 revenue and 5-99 employees",Mixed,rural entrepreneurship; second-stage business; growth strategy,Technical Assistance,LED-funded participation; no participant cost stated,None,Applications May 1-May 31,"Helps scalable rural outdoor, food, lodging, and experience businesses refine growth strategy.","Helps scalable rural outdoor, food, lodging, and experience businesses refine growth strategy"
RERC-RES-0022,Resource,Green Streets Green Jobs Green Towns,Chesapeake Bay Trust; EPA Region 3; partners,Available,2026-06-09,Maryland,local governments; nonprofits; community partners,Mixed,green streets; stormwater; tree canopy; town greening; livability,Technical Assistance,varies by track,None,2026 deadline was March 13 2026; future rounds expected,"Adds green infrastructure and streetscape quality to rural downtowns, waterfronts, and trail corridors.","Adds green infrastructure and streetscape quality to rural downtowns, waterfronts, and trail corridors."
RERC-RES-0027,Resource,People Energizing Places Service Grant,Missouri Main Street Connection,Available,2026-06-09,Missouri,Missouri Main Street communities and historic commercial districts,Mixed,Main Street; strategic planning; branding; hospitality; downtown capacity,Technical Assistance,"Total value $38,400; MMSC share $28,800",None,Applications accepted monthly,Builds the local Main Street capacity RERC towns need to capture recreation spending.,Builds the local Main Street capacity RERC towns need to capture recreation spending
RERC-RES-0029,Resource,Lending and Technical Assistance,Communities Unlimited,Available,2026-06-09,Multi-State,"Rural small businesses, communities, utilities, and community-based organizations",Mixed,"rural entrepreneurship, community infrastructure, small business, utilities, community facilities",Technical Assistance,Varies by loan or TA need,None,Rolling request-services model,"Can support water, wastewater, small business, and community-facility needs behind recreation destinations.","Can support water, wastewater, small business, and community-facility needs behind recreation destinations."
RERC-RES-0031,Resource,AARP Bike Audit Tool Kit,AARP Livable Communities,Available,2026-07-13,National,Residents; local governments; community groups; schools; planners,Idea; Planning,biking; safety; accessibility; streets; trails,Toolkit,Free,None,Available online,"Shows how to review bicycle routes, intersections, parking, signs, and rider comfort.",Can help a community identify practical bike and trail connections for its action plan.
RERC-RES-0032,Resource,AARP Disaster Resilience Tool Kit,AARP Livable Communities,Available,2026-07-13,National,Local governments; community groups; emergency partners; residents,Planning; Implementation,disaster resilience; older adults; preparedness; community networks,Toolkit,Free,None,Available online,Offers steps for stronger local preparedness with attention to older adults and other people who may need more help.,Can help an RERC action plan include practical resilience and communication actions.
RERC-RES-0034,Resource,AARP Livable Communities Publications Library,AARP Livable Communities,Available,2026-07-13,National,Local governments; community groups; residents; planners,Idea; Planning; Implementation,livability; aging; transportation; housing; public space,Toolkit library,Free,None,Available online,"Offers guides and worksheets for safer, healthier, and more livable communities.","Provides ready-to-use ideas for streets, parks, housing, public spaces, and community engagement."
RERC-RES-0035,Resource,AARP Walk Audit Tool Kit,AARP Livable Communities,Available,2026-07-13,National,Residents; local governments; community groups; schools; planners,Idea; Planning,walking; safety; accessibility; streets; public engagement,Toolkit,Free,None,Available online,Shows community members how to review walking conditions and record problems and ideas.,Can turn resident observations into clear action plan steps for safer and more welcoming streets.
RERC-RES-0036,Resource,AARP Walk Audit Worksheets,AARP Livable Communities,Available,2026-07-13,National,Residents; local governments; community groups; schools; planners,Idea; Planning,walking; safety; accessibility; streets; field work,Worksheets,Free,None,Available online,"Provides fillable worksheets for observing sidewalks, crossings, comfort, access, and safety.",Makes it easier to collect consistent notes during a community walk audit.
